"conference","player_id","prior_accrued_seasons"
"NFC","15255","5"
"NFC","15256","5"
"NFC","15259","5"
"NFC","15261","5"
"NFC","15281","5"
"NFC","15282","5"
"NFC","15284","5"
"NFC","15287","5"
"NFC","15290","5"
"NFC","15292","0"
"NFC","15293","5"
"NFC","15301","0"
"NFC","15319","5"
"NFC","15329","5"
"NFC","15330","0"
"NFC","15331","5"
"NFC","15332","0"
"NFC","15337","5"
"NFC","15345","5"
"NFC","15346","5"
"NFC","15349","5"
"NFC","15350","5"
"NFC","15351","5"
"NFC","15352","5"
"NFC","15355","5"
"NFC","15356","0"
"NFC","15357","5"
"NFC","15358","1"
"NFC","15361","5"
"NFC","15362","5"
"NFC","15363","0"
"NFC","15364","5"
"NFC","15365","5"
"NFC","15366","5"
"NFC","15368","5"
"NFC","15369","1"
"NFC","15375","0"
"NFC","15376","0"
"NFC","15377","0"
"NFC","15378","5"
"NFC","15380","5"
"NFC","15382","0"
"NFC","15385","5"
"NFC","15386","0"
"NFC","15387","5"
"NFC","15388","3"
"NFC","15390","5"
"NFC","15391","5"
"NFC","15393","5"
"NFC","15394","5"
"NFC","15395","0"
"NFC","15396","5"
"NFC","15398","0"
"NFC","15401","1"
"NFC","15402","4"
"NFC","15404","5"
"NFC","15405","0"
"NFC","15409","4"
"NFC","15418","4"
"NFC","15428","3"
"NFC","15441","0"
"NFC","15445","4"
"NFC","15446","2"
"NFC","15452","5"
"NFC","15461","0"
"NFC","15464","0"
"NFC","15473","1"
"NFC","15484","4"
"NFC","15499","0"
"NFC","15510","0"
"NFC","15565","0"
"NFC","15626","0"
"NFC","15681","0"
"NFC","15694","3"
"NFC","15698","3"
"NFC","15702","2"
"NFC","15708","4"
"NFC","15710","4"
"NFC","15711","4"
"NFC","15712","4"
"NFC","15713","4"
"NFC","15715","4"
"NFC","15716","4"
"NFC","15721","4"
"NFC","15727","1"
"NFC","15738","0"
"NFC","15742","4"
"NFC","15749","4"
"NFC","15751","4"
"NFC","15752","4"
"NFC","15753","4"
"NFC","15754","4"
"NFC","15755","0"
"NFC","15756","4"
"NFC","15757","4"
"NFC","15761","4"
"NFC","15762","4"
"NFC","15768","4"
"NFC","15777","0"
"NFC","15779","4"
"NFC","15786","2"
"NFC","15787","3"
"NFC","15788","4"
"NFC","15789","4"
"NFC","15794","4"
"NFC","15795","0"
"NFC","15797","0"
"NFC","15798","4"
"NFC","15799","3"
"NFC","15802","4"
"NFC","15805","4"
"NFC","15806","4"
"NFC","15808","4"
"NFC","15809","4"
"NFC","15813","0"
"NFC","15815","4"
"NFC","15817","4"
"NFC","15819","4"
"NFC","15821","4"
"NFC","15822","4"
"NFC","15823","0"
"NFC","15831","4"
"NFC","15832","4"
"NFC","15833","4"
"NFC","15834","4"
"NFC","15835","4"
"NFC","15836","4"
"NFC","15839","3"
"NFC","15845","4"
"NFC","15846","4"
"NFC","15849","0"
"NFC","15850","4"
"NFC","15852","0"
"NFC","15853","0"
"NFC","15856","3"
"NFC","15859","0"
"NFC","15860","4"
"NFC","15861","4"
"NFC","15863","4"
"NFC","15864","2"
"NFC","15866","1"
"NFC","15868","4"
"NFC","15869","3"
"NFC","15871","4"
"NFC","15872","3"
"NFC","15873","0"
"NFC","15875","2"
"NFC","15877","0"
"NFC","15881","0"
"NFC","15882","0"
"NFC","15884","4"
"NFC","15888","0"
"NFC","15889","4"
"NFC","15890","4"
"NFC","15892","0"
"NFC","15894","0"
"NFC","15895","2"
"NFC","15899","0"
"NFC","15904","3"
"NFC","15911","0"
"NFC","15913","2"
"NFC","15914","0"
"NFC","15921","0"
"NFC","15923","2"
"NFC","15933","0"
"NFC","15950","3"
"NFC","15972","4"
"NFC","15979","3"
"NFC","15981","0"
"NFC","15989","0"
"NFC","16009","0"
"NFC","16010","4"
"NFC","16012","2"
"NFC","16013","3"
"NFC","16016","0"
"NFC","16018","3"
"NFC","16036","0"
"NFC","16077","1"
"NFC","16080","4"
"NFC","16102","0"
"NFC","16145","3"
"NFC","16148","3"
"NFC","16149","0"
"NFC","16150","3"
"NFC","16152","3"
"NFC","16161","3"
"NFC","16162","3"
"NFC","16164","3"
"NFC","16165","3"
"NFC","16166","3"
"NFC","16167","3"
"NFC","16169","3"
"NFC","16171","3"
"NFC","16174","2"
"NFC","16178","3"
"NFC","16181","3"
"NFC","16184","3"
"NFC","16185","3"
"NFC","16186","3"
"NFC","16187","3"
"NFC","16188","3"
"NFC","16189","3"
"NFC","16190","3"
"NFC","16191","3"
"NFC","16192","3"
"NFC","16193","3"
"NFC","16194","3"
"NFC","16195","3"
"NFC","16201","0"
"NFC","16204","3"
"NFC","16206","3"
"NFC","16207","3"
"NFC","16211","3"
"NFC","16212","3"
"NFC","16213","3"
"NFC","16214","3"
"NFC","16215","3"
"NFC","16216","0"
"NFC","16217","0"
"NFC","16221","3"
"NFC","16222","3"
"NFC","16223","3"
"NFC","16224","3"
"NFC","16226","3"
"NFC","16227","2"
"NFC","16228","3"
"NFC","16230","3"
"NFC","16233","3"
"NFC","16234","3"
"NFC","16235","3"
"NFC","16236","3"
"NFC","16239","3"
"NFC","16240","3"
"NFC","16241","3"
"NFC","16244","3"
"NFC","16245","3"
"NFC","16246","2"
"NFC","16251","3"
"NFC","16252","3"
"NFC","16253","2"
"NFC","16254","3"
"NFC","16255","0"
"NFC","16256","3"
"NFC","16257","3"
"NFC","16262","3"
"NFC","16263","3"
"NFC","16264","3"
"NFC","16265","3"
"NFC","16266","3"
"NFC","16267","3"
"NFC","16268","2"
"NFC","16269","3"
"NFC","16271","0"
"NFC","16273","3"
"NFC","16274","1"
"NFC","16276","3"
"NFC","16278","3"
"NFC","16279","2"
"NFC","16280","3"
"NFC","16281","3"
"NFC","16282","3"
"NFC","16283","3"
"NFC","16284","0"
"NFC","16286","0"
"NFC","16287","3"
"NFC","16288","0"
"NFC","16293","0"
"NFC","16295","2"
"NFC","16296","0"
"NFC","16298","2"
"NFC","16300","2"
"NFC","16303","3"
"NFC","16304","0"
"NFC","16314","3"
"NFC","16324","0"
"NFC","16330","3"
"NFC","16333","0"
"NFC","16342","3"
"NFC","16344","3"
"NFC","16346","1"
"NFC","16350","0"
"NFC","16356","0"
"NFC","16369","1"
"NFC","16383","3"
"NFC","16384","0"
"NFC","16385","3"
"NFC","16387","0"
"NFC","16390","0"
"NFC","16414","3"
"NFC","16428","0"
"NFC","16432","3"
"NFC","16439","0"
"NFC","16450","1"
"NFC","16452","2"
"NFC","16457","0"
"NFC","16460","1"
"NFC","16513","0"
"NFC","16520","0"
"NFC","16572","1"
"NFC","16579","2"
"NFC","16580","2"
"NFC","16581","2"
"NFC","16582","2"
"NFC","16583","2"
"NFC","16584","2"
"NFC","16585","0"
"NFC","16586","0"
"NFC","16593","2"
"NFC","16594","2"
"NFC","16595","0"
"NFC","16596","2"
"NFC","16597","2"
"NFC","16598","2"
"NFC","16601","2"
"NFC","16603","2"
"NFC","16604","2"
"NFC","16608","0"
"NFC","16610","2"
"NFC","16614","2"
"NFC","16615","2"
"NFC","16616","2"
"NFC","16617","2"
"NFC","16618","2"
"NFC","16619","2"
"NFC","16620","2"
"NFC","16621","0"
"NFC","16622","2"
"NFC","16626","2"
"NFC","16627","2"
"NFC","16628","2"
"NFC","16629","2"
"NFC","16633","0"
"NFC","16635","2"
"NFC","16639","2"
"NFC","16640","2"
"NFC","16641","2"
"NFC","16642","2"
"NFC","16643","2"
"NFC","16644","2"
"NFC","16645","2"
"NFC","16649","2"
"NFC","16650","2"
"NFC","16651","2"
"NFC","16653","2"
"NFC","16654","2"
"NFC","16655","2"
"NFC","16657","1"
"NFC","16660","2"
"NFC","16661","0"
"NFC","16663","1"
"NFC","16664","0"
"NFC","16665","2"
"NFC","16667","2"
"NFC","16670","2"
"NFC","16671","2"
"NFC","16672","2"
"NFC","16673","2"
"NFC","16675","2"
"NFC","16676","2"
"NFC","16677","2"
"NFC","16678","0"
"NFC","16679","2"
"NFC","16680","2"
"NFC","16681","2"
"NFC","16684","2"
"NFC","16688","0"
"NFC","16689","6"
"NFC","16690","2"
"NFC","16691","2"
"NFC","16692","2"
"NFC","16693","2"
"NFC","16694","2"
"NFC","16696","2"
"NFC","16698","2"
"NFC","16700","2"
"NFC","16702","2"
"NFC","16703","2"
"NFC","16704","2"
"NFC","16705","2"
"NFC","16708","2"
"NFC","16711","1"
"NFC","16712","1"
"NFC","16714","0"
"NFC","16716","2"
"NFC","16717","2"
"NFC","16719","2"
"NFC","16722","2"
"NFC","16723","2"
"NFC","16724","2"
"NFC","16725","2"
"NFC","16729","1"
"NFC","16731","0"
"NFC","16734","2"
"NFC","16736","2"
"NFC","16738","0"
"NFC","16741","0"
"NFC","16747","2"
"NFC","16757","2"
"NFC","16767","1"
"NFC","16778","0"
"NFC","16786","1"
"NFC","16787","1"
"NFC","16788","2"
"NFC","16794","1"
"NFC","16799","1"
"NFC","16809","2"
"NFC","16843","0"
"NFC","16846","2"
"NFC","16870","2"
"NFC","16887","2"
"NFC","16889","0"
"NFC","16896","0"
"NFC","16923","0"
"NFC","16927","1"
"NFC","17030","1"
"NFC","17031","1"
"NFC","17032","1"
"NFC","17033","1"
"NFC","17034","1"
"NFC","17035","1"
"NFC","17036","1"
"NFC","17037","1"
"NFC","17039","1"
"NFC","17040","0"
"NFC","17042","1"
"NFC","17043","1"
"NFC","17044","1"
"NFC","17045","1"
"NFC","17046","1"
"NFC","17047","1"
"NFC","17048","1"
"NFC","17049","1"
"NFC","17051","1"
"NFC","17052","1"
"NFC","17053","1"
"NFC","17055","1"
"NFC","17056","1"
"NFC","17058","1"
"NFC","17059","1"
"NFC","17060","1"
"NFC","17061","0"
"NFC","17063","1"
"NFC","17064","1"
"NFC","17066","1"
"NFC","17068","1"
"NFC","17069","1"
"NFC","17070","1"
"NFC","17071","1"
"NFC","17072","1"
"NFC","17073","1"
"NFC","17074","1"
"NFC","17075","1"
"NFC","17076","1"
"NFC","17078","1"
"NFC","17079","1"
"NFC","17080","1"
"NFC","17081","1"
"NFC","17082","1"
"NFC","17083","1"
"NFC","17086","1"
"NFC","17087","1"
"NFC","17096","1"
"NFC","17097","1"
"NFC","17098","1"
"NFC","17099","1"
"NFC","17102","1"
"NFC","17103","1"
"NFC","17104","1"
"NFC","17105","1"
"NFC","17106","1"
"NFC","17107","1"
"NFC","17108","1"
"NFC","17112","1"
"NFC","17113","1"
"NFC","17114","1"
"NFC","17115","1"
"NFC","17116","1"
"NFC","17118","1"
"NFC","17119","1"
"NFC","17120","1"
"NFC","17121","1"
"NFC","17122","1"
"NFC","17123","1"
"NFC","17124","1"
"NFC","17125","1"
"NFC","17126","0"
"NFC","17127","1"
"NFC","17128","1"
"NFC","17129","0"
"NFC","17130","1"
"NFC","17131","1"
"NFC","17132","1"
"NFC","17134","1"
"NFC","17135","1"
"NFC","17136","1"
"NFC","17137","1"
"NFC","17138","1"
"NFC","17139","1"
"NFC","17141","1"
"NFC","17142","1"
"NFC","17144","1"
"NFC","17145","1"
"NFC","17146","1"
"NFC","17147","1"
"NFC","17148","1"
"NFC","17149","1"
"NFC","17150","1"
"NFC","17151","1"
"NFC","17152","1"
"NFC","17153","1"
"NFC","17154","1"
"NFC","17155","1"
"NFC","17156","0"
"NFC","17157","1"
"NFC","17159","1"
"NFC","17161","1"
"NFC","17163","1"
"NFC","17164","0"
"NFC","17165","1"
"NFC","17166","1"
"NFC","17167","1"
"NFC","17169","1"
"NFC","17171","1"
"NFC","17172","1"
"NFC","17173","1"
"NFC","17174","1"
"NFC","17175","1"
"NFC","17177","1"
"NFC","17178","1"
"NFC","17179","1"
"NFC","17181","1"
"NFC","17184","1"
"NFC","17185","1"
"NFC","17186","1"
"NFC","17187","0"
"NFC","17190","0"
"NFC","17192","1"
"NFC","17195","0"
"NFC","17196","0"
"NFC","17200","0"
"NFC","17201","1"
"NFC","17202","1"
"NFC","17205","1"
"NFC","17206","1"
"NFC","17207","0"
"NFC","17208","0"
"NFC","17212","1"
"NFC","17214","0"
"NFC","17220","1"
"NFC","17221","0"
"NFC","17222","1"
"NFC","17231","1"
"NFC","17241","1"
"NFC","17250","0"
"NFC","17254","1"
"NFC","17256","1"
"NFC","17261","1"
"NFC","17265","0"
"NFC","17267","1"
"NFC","17269","0"
"NFC","17277","1"
"NFC","17303","1"
"NFC","17339","1"
"NFC","17352","0"
"NFC","17353","0"
"NFC","17361","0"
"NFC","17424","0"
"NFC","17462","0"
"NFC","17463","0"
"NFC","17465","0"
"NFC","17466","0"
"NFC","17467","0"
"NFC","17468","0"
"NFC","17471","0"
"NFC","17472","0"
"NFC","17473","0"
"NFC","17474","0"
"NFC","17475","0"
"NFC","17476","0"
"NFC","17477","0"
"NFC","17478","0"
"NFC","17480","0"
"NFC","17481","0"
"NFC","17482","0"
"NFC","17483","0"
"NFC","17484","0"
"NFC","17485","0"
"NFC","17486","0"
"NFC","17487","0"
"NFC","17497","0"
"NFC","17498","0"
"NFC","17499","0"
"NFC","17500","0"
"NFC","17501","0"
"NFC","17502","0"
"NFC","17503","0"
"NFC","17504","0"
"NFC","17505","0"
"NFC","17506","0"
"NFC","17507","0"
"NFC","17508","0"
"NFC","17509","0"
"NFC","17510","0"
"NFC","17511","0"
"NFC","17512","0"
"NFC","17514","0"
"NFC","17517","0"
"NFC","17518","0"
"NFC","17519","0"
"NFC","17520","0"
"NFC","17521","0"
"NFC","17523","0"
"NFC","17525","0"
"NFC","17526","0"
"NFC","17527","0"
"NFC","17528","0"
"NFC","17529","0"
"NFC","17531","0"
"NFC","17536","0"
"NFC","17538","0"
"NFC","17541","0"
"NFC","17542","0"
"NFC","17543","0"
"NFC","17544","0"
"NFC","17545","0"
"NFC","17546","0"
"NFC","17547","0"
"NFC","17548","0"
"NFC","17549","0"
"NFC","17550","0"
"NFC","17551","0"
"NFC","17552","0"
"NFC","17553","0"
"NFC","17554","0"
"NFC","17555","0"
"NFC","17556","0"
"NFC","17557","0"
"NFC","17558","0"
"NFC","17559","0"
"NFC","17560","0"
"NFC","17561","0"
"NFC","17562","0"
"NFC","17563","0"
"NFC","17564","0"
"NFC","17567","0"
"NFC","17568","0"
"NFC","17569","0"
"NFC","17570","0"
"NFC","17571","0"
"NFC","17572","0"
"NFC","17573","0"
"NFC","17574","0"
"NFC","17575","0"
"NFC","17576","0"
"NFC","17577","0"
"NFC","17578","0"
"NFC","17579","0"
"NFC","17580","0"
"NFC","17581","0"
"NFC","17582","0"
"NFC","17583","0"
"NFC","17584","0"
"NFC","17585","0"
"NFC","17586","0"
"NFC","17587","0"
"NFC","17588","0"
"NFC","17589","0"
"NFC","17590","0"
"NFC","17591","0"
"NFC","17592","0"
"NFC","17593","0"
"NFC","17594","0"
"NFC","17595","0"
"NFC","17596","0"
"NFC","17597","0"
"NFC","17598","0"
"NFC","17599","0"
"NFC","17600","0"
"NFC","17601","0"
"NFC","17602","0"
"NFC","17603","0"
"NFC","17605","0"
"NFC","17606","0"
"NFC","17607","0"
"NFC","17608","0"
"NFC","17609","0"
"NFC","17611","0"
"NFC","17612","0"
"NFC","17613","0"
"NFC","17614","0"
"NFC","17615","0"
"NFC","17616","0"
"NFC","17617","0"
"NFC","17618","0"
"NFC","17619","0"
"NFC","17620","0"
"NFC","17621","0"
"NFC","17622","0"
"NFC","17623","0"
"NFC","17625","0"
"NFC","17626","0"
"NFC","17627","0"
"NFC","17628","0"
"NFC","17629","0"
"NFC","17630","0"
"NFC","17631","0"
"NFC","17633","0"
"NFC","17634","6"
"NFC","17635","0"
"NFC","17636","0"
"NFC","17639","0"
"NFC","17640","0"
"NFC","17642","0"
"NFC","17643","0"
"NFC","17644","0"
"NFC","17645","0"
"NFC","17646","0"
"NFC","17647","0"
"NFC","17648","0"
"NFC","17650","0"
"NFC","17651","0"
"NFC","17652","0"
"NFC","17654","0"
"NFC","17657","0"
"NFC","17662","0"
"NFC","17664","0"
"NFC","17665","0"
"NFC","17666","0"
"NFC","17667","0"
"NFC","17668","0"
"NFC","17670","0"
"NFC","17675","0"
"NFC","17676","0"
"NFC","17680","0"
"NFC","17683","0"
"NFC","17685","0"
"NFC","17686","0"
"NFC","17689","0"
"NFC","17690","0"
"NFC","17694","0"
"NFC","17697","0"
"NFC","17698","0"
"NFC","17699","0"
"NFC","17700","0"
"NFC","17706","0"
"NFC","17707","0"
"NFC","17709","0"
"NFC","17712","0"
"NFC","17713","0"
"NFC","7836","10"
"NFC","8851","5"
"NFC","9051","10"
"NFC","9064","8"
"NFC","9431","10"
